carat,cut,color,clarity,depth,table,price,x,y,z
2.46,Premium,E,SI2,59.7,59.0,10470,8.82,8.76,5.25
0.7,Very Good,E,SI2,63.5,54.0,2310,5.69,5.64,3.6
0.9,Premium,E,VS2,59.5,58.0,5312,6.33,6.28,3.75
0.76,Very Good,E,VVS2,60.6,59.0,3833,5.85,5.94,3.57
1.03,Premium,I,SI1,58.4,60.0,3288,6.6,6.58,3.85
0.3,Ideal,D,VVS2,62.0,53.0,814,4.33,4.35,2.69
0.36,Ideal,H,VVS1,62.3,56.0,821,4.54,4.57,2.84
0.53,Ideal,F,VS1,62.3,55.0,1908,5.22,5.18,3.24
0.54,Ideal,G,VVS1,61.3,56.0,2087,5.28,5.23,3.22
0.34,Very Good,F,SI2,63.3,54.0,574,4.48,4.46,2.83
0.32,Ideal,G,VVS2,61.2,58.0,698,4.39,4.43,2.7
0.34,Premium,G,VVS2,61.7,56.0,995,4.51,4.47,2.77
1.09,Premium,H,SI2,61.2,62.0,4395,6.63,6.58,4.04
0.53,Ideal,D,SI1,62.0,57.0,1566,5.19,5.23,3.23
0.26,Very Good,E,VVS2,60.9,58.0,584,4.13,4.15,2.52
0.38,Ideal,G,SI1,60.9,56.0,855,4.71,4.68,2.86
0.35,Premium,H,VS1,62.6,59.0,788,4.5,4.45,2.8
0.95,Good,D,SI2,56.5,61.0,3214,6.53,6.5,3.68
0.31,Ideal,H,VVS1,62.2,54.0,907,4.39,4.36,2.72
0.34,Very Good,F,SI2,63.0,58.0,447,4.45,4.47,2.81
2.0,Very Good,F,SI1,57.9,60.0,18759,8.28,8.34,4.81
0.58,Very Good,G,VVS2,62.1,58.0,1872,5.35,5.4,3.34
0.29,Very Good,F,VVS2,62.7,58.0,664,4.22,4.26,2.66
0.43,Premium,F,VS1,61.0,57.0,1129,4.89,4.84,2.97
1.5,Premium,G,VS2,62.5,59.0,12787,7.27,7.23,4.53
0.9,Very Good,E,IF,63.9,55.0,7747,6.05,6.09,3.88
1.5,Very Good,I,VS2,60.5,60.0,9354,7.31,7.4,4.45
1.01,Ideal,G,SI2,61.5,57.0,4783,6.43,6.45,3.96
0.36,Very Good,G,SI1,62.0,59.0,537,4.53,4.56,2.82
1.02,Good,F,SI1,63.3,58.0,4948,6.35,6.39,4.03
0.4,Ideal,E,VVS1,61.5,56.0,1397,4.78,4.75,2.93
1.33,Good,D,VS2,63.6,58.0,11023,7.02,6.91,4.43
1.0,Very Good,D,SI2,63.7,55.0,4419,6.32,6.37,4.04
2.1,Premium,G,SI2,60.9,57.4,16112,8.17,8.27,5.0
1.05,Ideal,D,SI1,61.7,56.0,5914,6.53,6.59,4.05
1.64,Ideal,F,SI1,61.8,55.0,13289,7.6,7.58,4.69
1.02,Ideal,G,VS2,62.5,57.0,6352,6.41,6.45,4.02
0.9,Very Good,H,VVS1,62.1,59.0,4664,6.17,6.19,3.84
1.23,Very Good,H,SI1,62.5,56.0,7313,6.79,6.82,4.25
0.4,Premium,J,VS2,62.5,60.0,765,4.71,4.67,2.93
0.42,Good,I,VVS1,59.2,61.0,867,4.88,4.91,2.9
1.51,Ideal,I,VS2,62.9,53.0,9471,7.37,7.33,4.62
1.02,Ideal,E,SI2,61.6,56.0,4547,6.55,6.48,3.99
0.91,Premium,E,SI1,62.4,57.0,4138,6.23,6.11,3.85
0.32,Ideal,G,VS2,62.0,57.0,720,4.4,4.37,2.72
0.57,Ideal,G,VVS1,60.9,56.0,2612,5.37,5.41,3.28
0.58,Ideal,F,SI2,60.9,57.0,1209,5.4,5.44,3.3
0.43,Good,G,SI2,58.8,61.0,661,4.92,4.94,2.9
0.5,Very Good,F,VVS2,60.4,61.0,1778,5.12,5.14,3.1
0.71,Very Good,E,SI1,59.3,55.0,2573,5.83,5.9,3.48
0.56,Premium,E,VVS2,59.2,56.0,2496,5.49,5.39,3.22
1.01,Ideal,G,SI1,62.9,56.0,5107,6.39,6.43,4.03
1.53,Good,I,SI2,63.9,59.0,6238,7.31,7.17,4.64
1.2,Good,H,SI2,59.7,63.0,5085,6.84,6.87,4.09
0.3,Very Good,D,VS2,62.8,57.0,710,4.29,4.31,2.7
0.57,Ideal,E,VS2,60.4,57.0,1728,5.36,5.4,3.25
0.3,Very Good,G,IF,63.0,53.0,895,4.24,4.3,2.69
0.51,Very Good,G,VS2,62.6,57.0,1343,5.1,5.15,3.21
0.35,Good,E,SI2,63.9,55.0,491,4.48,4.5,2.87
2.18,Ideal,J,VS2,60.3,57.0,16427,8.41,8.45,5.08
0.7,Very Good,J,SI1,58.4,62.0,1836,5.85,5.87,3.42
1.23,Very Good,F,VS1,62.0,59.0,10035,6.84,6.87,4.25
0.7,Fair,H,VVS2,65.8,58.0,2500,5.49,5.42,3.59
0.41,Premium,H,SI1,61.4,60.0,876,4.78,4.73,2.92
0.3,Premium,E,VS2,62.0,59.0,844,4.31,4.27,2.66
1.17,Ideal,G,VS2,61.4,56.0,7550,6.77,6.81,4.17
0.32,Premium,F,VVS1,61.3,58.0,926,4.37,4.4,2.69
2.01,Premium,H,SI2,62.3,60.0,14558,7.97,7.95,4.96
1.5,Ideal,G,VS1,61.3,53.9,13820,7.37,7.42,4.53
1.23,Ideal,H,SI1,61.7,55.0,6750,6.94,6.9,4.27
1.25,Ideal,I,SI2,61.4,55.0,5395,6.92,6.99,4.27
0.7,Very Good,H,VVS1,60.5,60.0,2788,5.74,5.77,3.48
2.0,Very Good,E,SI2,62.9,56.0,16064,7.94,8.0,5.01
0.24,Very Good,G,VVS1,62.3,59.0,432,3.92,3.95,2.45
1.02,Very Good,G,VS2,60.5,54.0,6058,6.48,6.57,3.95
0.73,Good,E,VS2,64.2,54.0,2912,5.68,5.72,3.66
0.7,Fair,G,I1,66.9,55.0,1001,5.6,5.52,3.72
0.32,Premium,G,VS2,61.5,60.0,561,4.4,4.42,2.71
1.05,Premium,H,SI1,61.3,58.0,5228,6.52,6.47,3.98
0.68,Premium,G,VS1,58.6,59.0,2326,5.8,5.77,3.39
0.31,Ideal,G,IF,61.7,56.0,891,4.34,4.38,2.69
1.21,Very Good,H,SI1,62.8,56.0,6022,6.8,6.83,4.28
1.23,Premium,E,SI2,62.5,58.0,5929,6.86,6.81,4.27
0.52,Ideal,D,SI1,62.4,56.0,1720,5.17,5.12,3.21
1.7,Ideal,I,SI1,60.4,58.0,10967,7.73,7.67,4.65
0.82,Premium,E,SI1,61.2,61.0,3211,5.98,5.95,3.65
2.38,Premium,J,VS2,62.6,59.0,16273,8.52,8.49,5.32
0.46,Very Good,D,VVS1,61.6,59.0,1993,4.92,4.97,3.05
0.82,Premium,E,VS2,62.6,60.0,3577,5.97,5.91,3.72
0.41,Ideal,G,VS2,60.7,56.0,801,4.77,4.82,2.91
0.31,Good,H,VS1,63.2,57.0,544,4.29,4.32,2.72
1.0,Ideal,E,SI1,61.6,55.0,5880,6.45,6.43,3.97
0.51,Ideal,H,VVS1,62.2,56.0,1766,5.12,5.14,3.19
1.0,Very Good,F,VS2,62.1,58.0,5938,6.36,6.45,3.96
0.41,Ideal,J,VS1,61.5,55.0,648,4.77,4.79,2.94
0.6,Premium,F,VVS2,62.4,56.0,2316,5.44,5.39,3.38
0.34,Premium,H,VVS1,61.2,60.0,995,4.5,4.46,2.74
0.44,Ideal,F,SI1,61.0,57.0,810,4.89,4.91,2.99
0.4,Good,E,SI2,64.2,57.0,617,4.68,4.7,3.01
0.35,Ideal,E,SI2,61.7,56.0,630,4.55,4.53,2.8
0.31,Premium,E,SI1,59.1,59.0,698,4.44,4.42,2.62
0.33,Ideal,F,IF,62.2,53.0,971,4.47,4.5,2.79
0.52,Good,G,VS1,63.9,56.0,1576,5.08,5.12,3.26
0.41,Ideal,G,VS2,61.4,54.0,827,4.77,4.84,2.95
1.55,Ideal,F,SI2,61.9,55.0,10937,7.44,7.4,4.6
1.5,Ideal,D,SI2,63.0,56.0,10122,7.3,7.25,4.58
0.72,Good,G,VS2,63.1,57.0,2708,5.71,5.74,3.61
0.32,Ideal,D,VS2,62.2,55.0,972,4.41,4.37,2.73
0.33,Premium,G,VS1,61.8,59.0,854,4.45,4.39,2.73
0.7,Ideal,D,SI2,61.6,56.0,2384,5.73,5.69,3.52
0.3,Ideal,G,VS1,59.9,56.0,605,4.37,4.41,2.63
0.32,Very Good,H,SI1,61.8,56.0,482,4.38,4.41,2.71
0.32,Ideal,H,VS1,60.2,56.0,561,4.44,4.49,2.69
0.82,Ideal,E,SI2,62.1,55.0,2668,6.04,6.01,3.74
1.0,Premium,E,VS1,63.0,60.0,7096,6.38,6.32,4.0
0.5,Good,F,VS2,57.8,63.0,1279,5.2,5.15,2.99
1.01,Ideal,D,VVS2,61.6,57.0,12996,6.44,6.48,3.98
0.51,Ideal,E,VS1,61.8,56.0,1851,5.17,5.19,3.2
0.42,Ideal,H,SI1,62.9,57.0,898,4.84,4.76,3.02
0.52,Ideal,G,VVS2,60.9,56.0,1858,5.22,5.26,3.19
2.1,Very Good,H,SI2,63.3,57.0,13790,8.2,8.08,5.15
0.32,Premium,F,VS2,61.5,58.0,828,4.42,4.39,2.71
0.3,Premium,H,VVS1,62.3,58.0,684,4.29,4.32,2.68
0.36,Ideal,F,IF,62.2,55.0,1215,4.62,4.57,2.86
0.33,Good,D,VS2,63.5,56.0,625,4.36,4.4,2.78
0.41,Ideal,D,VS1,62.1,56.0,1230,4.8,4.77,2.97
1.03,Ideal,F,VVS2,62.0,56.0,9245,6.45,6.48,4.01
0.4,Premium,G,IF,59.8,58.0,1397,4.85,4.79,2.88
0.25,Ideal,H,VS2,61.0,55.0,472,4.11,4.09,2.5
0.71,Very Good,E,SI1,59.7,58.0,2574,5.76,5.8,3.45
1.03,Ideal,E,SI1,62.2,57.0,5234,6.42,6.48,4.01
1.45,Very Good,J,VS2,62.8,57.0,6671,7.14,7.17,4.49
0.52,Premium,D,SI1,60.9,61.0,1605,5.15,5.13,3.13
1.53,Very Good,H,IF,63.1,57.0,13369,7.34,7.25,4.6
1.01,Premium,F,SI1,58.9,60.0,5713,6.57,6.5,3.85
0.54,Ideal,H,VS2,61.5,55.0,1453,5.25,5.28,3.24
0.34,Ideal,D,SI1,61.5,53.0,803,4.53,4.51,2.78
0.35,Premium,D,SI1,61.5,58.0,601,4.53,4.55,2.79
0.7,Good,G,VS2,63.1,58.0,2282,5.66,5.69,3.58
0.7,Ideal,F,VVS1,61.6,56.0,4246,5.86,5.71,3.51
0.5,Good,G,VVS2,63.6,57.0,1764,5.04,5.08,3.22
0.71,Very Good,F,SI1,59.0,61.0,2505,5.84,5.88,3.46
0.58,Ideal,H,VVS1,62.1,53.6,1961,5.35,5.38,3.34
0.42,Premium,G,SI1,60.6,62.0,882,4.85,4.82,2.93
1.22,Very Good,E,VS2,59.5,60.0,9495,6.91,7.0,4.14
0.28,Ideal,G,VS2,62.2,54.0,497,4.21,4.24,2.63
1.11,Ideal,F,VVS1,61.9,57.0,10412,6.62,6.66,4.11
1.6,Ideal,F,VS1,62.0,56.0,18780,7.47,7.52,4.65
0.81,Very Good,H,VS1,62.5,57.0,3404,5.94,5.96,3.72
0.32,Premium,H,VS1,62.8,58.0,720,4.37,4.35,2.74
0.36,Ideal,E,VS1,62.7,57.0,933,4.58,4.55,2.86
1.03,Ideal,F,SI2,60.5,58.0,4586,6.55,6.49,3.94
1.2,Very Good,I,SI1,62.2,55.0,5408,6.75,6.92,4.25
0.34,Ideal,D,VS2,61.4,56.0,805,4.5,4.53,2.77
1.5,Very Good,H,VVS2,62.7,58.0,11303,7.21,7.24,4.53
1.0,Very Good,G,IF,58.3,62.0,8002,6.51,6.57,3.81
2.3,Ideal,J,SI1,62.3,57.0,12316,8.41,8.34,5.22
0.8,Premium,D,SI2,61.1,58.0,3082,5.94,5.9,3.62
0.61,Good,E,SI1,61.3,61.0,1793,5.4,5.44,3.32
0.56,Ideal,H,IF,61.3,56.0,2135,5.32,5.35,3.27
1.01,Ideal,E,SI2,62.0,56.0,4694,6.46,6.42,3.99
1.0,Fair,D,VVS2,61.1,57.0,10562,6.37,6.3,3.87
1.06,Very Good,G,VS1,60.5,56.0,6707,6.65,6.6,4.01
0.31,Premium,E,VS1,60.5,59.0,942,4.37,4.36,2.64
1.52,Premium,H,SI1,62.5,58.0,10330,7.34,7.28,4.57
0.7,Premium,D,SI1,61.4,59.0,2218,5.67,5.64,3.47
0.4,Very Good,E,VS2,62.9,59.0,858,4.7,4.75,2.97
0.44,Ideal,E,SI1,61.1,56.0,1040,4.92,4.9,3.0
1.91,Premium,G,SI2,61.9,58.0,9038,7.9,7.84,4.87
1.15,Good,H,SI1,60.2,61.0,5005,6.74,6.84,4.09
0.3,Premium,I,VS1,62.9,58.0,608,4.29,4.26,2.69
0.58,Ideal,G,VVS2,61.9,57.0,2132,5.33,5.36,3.31
0.52,Ideal,G,VVS2,61.0,56.0,2012,5.24,5.18,3.18
0.7,Very Good,D,VS1,61.5,55.0,3239,5.7,5.74,3.52
2.01,Very Good,I,SI1,60.3,59.0,15126,8.14,8.21,4.93
1.04,Ideal,G,SI2,62.0,56.0,4752,6.52,6.49,4.03
0.62,Good,D,SI2,64.0,56.0,1410,5.42,5.39,3.46
0.74,Ideal,F,VS1,62.3,56.0,3170,5.79,5.76,3.6
1.51,Premium,E,VS1,59.5,59.0,16277,7.54,7.48,4.47
0.31,Premium,G,VS1,62.8,58.0,802,4.3,4.27,2.69
0.72,Very Good,H,SI1,61.5,56.0,2277,5.77,5.8,3.56
0.5,Very Good,H,VS2,61.8,63.0,1178,5.08,5.05,3.13
1.51,Very Good,E,VS2,62.4,59.0,14709,7.26,7.36,4.56
0.46,Ideal,F,VS1,62.7,56.0,1418,4.91,4.94,3.09
1.69,Premium,F,VS2,58.7,59.0,16583,7.87,7.78,4.59
0.3,Ideal,H,SI1,61.9,57.0,450,4.3,4.32,2.67
1.0,Fair,H,SI2,65.2,54.0,2912,6.3,6.22,4.08
1.01,Very Good,H,VS2,59.7,64.0,5911,6.45,6.48,3.86
0.74,Fair,E,SI2,66.7,62.0,2617,5.49,5.43,3.64
1.01,Very Good,E,VS2,62.0,55.0,6399,6.42,6.46,3.99
0.91,Premium,H,VS2,60.6,58.0,4293,6.3,6.25,3.8
0.72,Ideal,E,SI1,61.3,56.0,2731,5.77,5.81,3.55
0.93,Ideal,E,SI1,61.9,56.0,5992,6.24,6.27,3.87
1.05,Ideal,G,VS1,61.0,56.0,7526,6.62,6.56,4.02
0.39,Premium,J,VS2,61.3,60.0,581,4.65,4.68,2.86
1.03,Fair,G,SI2,65.7,58.0,3530,6.32,6.26,4.13
1.02,Premium,G,VS2,62.0,57.0,5581,6.48,6.43,4.0
1.17,Ideal,H,VS2,62.4,58.0,6558,6.73,6.71,4.19
2.32,Premium,I,SI2,62.1,58.0,10913,8.47,8.43,5.25
1.03,Good,D,SI2,57.2,59.0,3743,6.66,6.63,3.8
0.97,Good,J,VS2,64.3,58.0,3129,6.25,6.22,4.01
1.55,Premium,G,SI1,59.8,59.0,9600,7.47,7.45,4.46
0.34,Ideal,E,VS2,62.2,57.0,829,4.46,4.42,2.76
0.7,Premium,H,VS2,60.8,59.0,2330,5.71,5.74,3.48
0.47,Ideal,I,VS2,62.1,53.0,884,4.99,5.02,3.11
0.32,Premium,H,VS2,60.7,60.0,648,4.41,4.39,2.67
1.51,Ideal,G,VS1,61.6,56.0,14542,7.34,7.37,4.53
0.24,Very Good,H,VVS2,61.9,57.0,449,3.97,4.01,2.47
0.31,Very Good,H,VS1,62.8,58.0,544,4.29,4.31,2.7
2.16,Very Good,I,VS2,58.6,60.0,16080,8.48,8.55,4.99
0.45,Ideal,G,SI1,61.6,54.0,831,4.96,4.98,3.06
0.32,Good,D,SI1,63.7,55.0,550,4.31,4.33,2.75
0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55
0.3,Ideal,E,IF,62.0,54.0,943,4.31,4.34,2.68
0.31,Ideal,E,VVS1,61.3,56.0,1064,4.39,4.43,2.7
0.38,Ideal,F,VVS2,62.7,56.0,1104,4.64,4.61,2.9
1.03,Very Good,G,SI2,63.0,57.0,4315,6.4,6.42,4.04
1.01,Ideal,H,SI1,60.4,58.0,5200,6.47,6.5,3.92
0.32,Very Good,D,VS2,62.0,57.0,758,4.38,4.42,2.73
1.21,Ideal,E,VS1,61.7,56.0,12111,6.82,6.85,4.22
0.4,Premium,G,VS2,61.9,58.0,966,4.76,4.74,2.94
0.7,Very Good,G,VS1,61.7,59.0,2676,5.66,5.69,3.5
1.5,Very Good,D,SI1,63.1,57.0,11863,7.31,7.24,4.59
0.6,Premium,D,SI2,62.0,57.0,1196,5.43,5.35,3.34
0.9,Fair,D,SI2,65.9,59.0,3205,6.0,5.95,3.94
0.44,Ideal,E,VVS2,60.9,57.0,1334,4.95,4.9,3.0
1.0,Premium,E,SI1,60.3,62.0,5544,6.33,6.25,3.79
1.26,Ideal,E,SI2,61.0,57.0,6477,7.03,6.97,4.27
0.9,Ideal,H,SI1,61.1,58.0,3967,6.24,6.19,3.79
0.4,Ideal,I,VVS2,62.6,54.0,751,4.69,4.73,2.95
0.54,Good,D,SI2,63.2,57.0,1249,5.16,5.19,3.27
1.09,Very Good,G,SI2,62.1,57.0,4591,6.58,6.63,4.1
0.7,Very Good,G,VS1,60.5,62.0,2287,5.72,5.76,3.47
0.74,Ideal,G,SI2,61.9,55.0,2487,5.82,5.84,3.61
0.57,Ideal,G,VS1,61.6,55.0,1815,5.34,5.38,3.3
0.32,Ideal,J,SI1,62.3,57.0,499,4.44,4.33,2.73
0.56,Ideal,I,VVS1,60.8,57.0,1605,5.31,5.34,3.24
1.21,Ideal,D,VVS2,62.8,55.0,12657,6.77,6.84,4.26
1.01,Premium,F,VS2,63.0,58.0,6165,6.4,6.34,4.01
0.9,Ideal,G,SI2,62.4,56.0,3500,6.14,6.19,3.85
0.44,Very Good,J,VS1,61.9,57.0,694,4.83,4.9,3.01
1.13,Ideal,G,SI2,61.1,54.0,5062,6.77,6.74,4.13
0.34,Very Good,G,VS2,63.1,57.0,765,4.47,4.43,2.81
1.61,Ideal,J,VS2,61.6,56.0,9141,7.52,7.54,4.64
1.2,Very Good,G,SI1,62.9,57.0,5918,6.73,6.79,4.25
1.01,Very Good,F,SI1,62.7,56.0,4812,6.37,6.39,4.0
1.69,Good,E,VS1,63.8,56.0,17400,7.51,7.57,4.81
0.54,Very Good,H,SI2,62.7,59.0,1099,5.17,5.2,3.25
0.41,Premium,H,VS1,62.6,60.0,827,4.75,4.77,2.98
0.57,Ideal,G,VS1,61.4,55.0,1972,5.34,5.38,3.29
0.31,Very Good,H,VS2,63.2,57.0,628,4.35,4.32,2.74
1.03,Ideal,F,VS1,60.7,56.0,7296,6.54,6.6,3.99
0.34,Premium,I,VVS1,62.4,59.0,626,4.4,4.44,2.76
0.25,Very Good,E,VVS2,62.1,58.0,575,4.03,4.06,2.51
0.32,Ideal,I,VS2,60.3,56.0,449,4.44,4.45,2.68
0.51,Premium,E,I1,58.0,60.0,826,5.29,5.23,3.05
0.71,Ideal,H,VVS1,60.8,56.0,2741,5.75,5.83,3.52
1.28,Premium,H,SI1,59.9,59.0,6580,7.05,7.08,4.23
1.01,Premium,H,VS2,61.5,59.0,5303,6.48,6.49,3.99
0.77,Premium,H,SI1,61.6,60.0,2457,5.91,5.87,3.59
0.6,Ideal,D,VS2,60.4,57.0,2019,5.49,5.53,3.33
0.3,Premium,F,VS2,61.4,60.0,605,4.27,4.3,2.63
0.73,Very Good,F,SI1,61.4,56.0,2879,5.81,5.86,3.58
1.51,Premium,J,VS1,61.4,57.0,8204,7.38,7.3,4.51
0.4,Ideal,E,SI1,62.4,54.0,694,4.72,4.74,2.95
1.36,Very Good,D,SI1,59.5,61.0,9874,7.21,7.24,4.3
0.42,Ideal,D,VVS2,62.0,55.0,1132,4.81,4.84,2.99
1.2,Very Good,I,SI2,60.3,57.0,4514,6.88,6.95,4.17
1.01,Premium,H,VS2,61.3,58.0,5028,6.46,6.49,3.97
0.32,Ideal,I,VS1,62.1,57.0,471,4.37,4.42,2.73
1.11,Ideal,E,VVS1,61.3,54.0,12725,6.68,6.72,4.11
1.01,Very Good,I,SI2,59.2,59.0,3792,6.52,6.62,3.89
0.71,Very Good,H,SI1,61.5,56.0,2471,5.71,5.75,3.53
0.6,Ideal,H,VS1,61.3,55.0,2250,5.47,5.49,3.36
0.5,Premium,G,I1,62.2,59.0,1020,5.07,5.03,3.14
0.7,Ideal,G,VVS2,60.8,56.0,3205,5.75,5.79,3.51
1.71,Premium,I,VS1,60.3,62.0,10055,7.76,7.7,4.66
0.72,Ideal,I,VVS2,61.7,55.0,2530,5.71,5.76,3.54
0.32,Very Good,G,VS2,63.1,57.0,720,4.35,4.3,2.73
0.55,Ideal,D,VS2,61.4,57.0,2030,5.31,5.27,3.25
0.33,Ideal,E,VS1,62.7,57.0,781,4.38,4.45,2.77
0.3,Ideal,D,VS2,61.5,58.0,670,4.27,4.31,2.64
1.22,Premium,H,VS2,60.9,58.0,6354,6.89,6.86,4.19
0.9,Ideal,I,VS1,60.9,60.0,4492,6.2,6.24,3.79
1.36,Premium,H,SI2,60.1,56.0,5103,7.23,7.18,4.38
0.29,Ideal,J,VS1,61.8,56.0,435,4.23,4.26,2.62
0.7,Ideal,F,VVS2,62.0,55.0,3191,5.71,5.67,3.53
0.56,Ideal,G,VS2,62.0,56.0,1698,5.3,5.28,3.28
0.31,Ideal,G,VS2,62.2,56.0,544,4.31,4.34,2.69
0.52,Ideal,E,VS2,62.4,57.0,1743,5.14,5.12,3.2
0.9,Very Good,D,SI2,61.0,61.0,3371,6.15,6.17,3.76
0.54,Premium,G,SI1,61.1,57.0,1241,5.27,5.21,3.2
1.07,Ideal,H,SI2,59.2,57.0,4434,6.7,6.64,3.95
0.42,Ideal,G,VS2,61.8,56.0,847,4.81,4.84,2.98
0.72,Ideal,J,VS1,62.7,57.0,2112,5.74,5.71,3.59
0.53,Very Good,G,SI1,62.5,55.0,1267,5.12,5.24,3.24
0.74,Ideal,G,VS1,60.9,55.0,3635,5.84,5.91,3.58
2.48,Ideal,I,SI2,62.3,57.0,12883,8.64,8.58,5.36
1.21,Good,E,SI2,64.0,62.0,5787,6.65,6.59,4.24
0.61,Ideal,D,SI1,61.6,55.0,1904,5.49,5.51,3.39
0.31,Very Good,G,IF,61.7,54.0,924,4.33,4.36,2.68
0.9,Fair,F,VS2,65.7,57.0,3750,6.03,5.99,3.95
0.8,Very Good,F,SI1,63.9,56.0,3013,5.84,5.87,3.74
0.31,Premium,E,VS1,60.5,59.0,734,4.36,4.37,2.64
1.54,Premium,I,SI2,61.5,61.0,6278,7.41,7.31,4.53
0.38,Ideal,H,VVS2,62.5,53.4,832,4.63,4.66,2.9
0.42,Ideal,D,VVS1,61.6,56.0,1621,4.82,4.79,2.96
0.86,Ideal,G,SI2,61.9,55.0,3442,6.11,6.14,3.79
0.97,Fair,G,I1,57.2,60.0,1547,6.59,6.36,3.72
0.4,Premium,F,SI1,62.7,57.0,945,4.7,4.68,2.94
2.01,Ideal,H,VS2,63.0,55.0,15395,8.03,7.97,5.04
0.31,Premium,D,VS2,62.0,59.0,734,4.32,4.36,2.69
0.9,Very Good,F,SI2,63.4,58.0,3556,6.08,6.01,3.83
0.34,Ideal,I,IF,61.6,54.0,695,4.5,4.53,2.78
0.28,Ideal,H,VS2,62.5,54.0,467,4.2,4.22,2.63
1.0,Premium,G,SI2,62.2,59.0,4480,6.39,6.35,3.96
1.32,Premium,I,SI1,60.3,60.0,6653,7.14,7.09,4.29
1.58,Premium,D,SI1,62.7,60.0,13995,7.41,7.37,4.63
0.39,Ideal,G,VVS1,62.1,54.7,1008,4.64,4.72,2.91
0.78,Ideal,G,SI2,61.7,54.0,2485,5.93,5.97,3.67
0.4,Very Good,F,VS2,62.9,57.0,842,4.69,4.72,2.96
0.33,Ideal,F,VS2,61.1,56.0,804,4.47,4.5,2.74
1.05,Ideal,G,SI1,62.3,55.0,5361,6.47,6.54,4.05
0.77,Premium,D,VS1,59.4,59.0,3966,6.0,5.96,3.55
0.26,Ideal,G,SI1,61.8,55.0,377,4.08,4.11,2.53
0.37,Very Good,E,VVS2,59.3,58.0,843,4.68,4.73,2.79
0.41,Premium,F,SI1,62.6,55.0,969,4.78,4.74,2.98
0.91,Ideal,F,SI1,62.0,57.0,4801,6.22,6.24,3.86
1.48,Very Good,H,SI2,62.3,58.0,7244,7.18,7.23,4.49
1.0,Good,H,SI1,64.9,56.0,4276,6.24,6.31,4.07
0.33,Ideal,H,IF,61.6,55.0,820,4.44,4.47,2.74
0.5,Very Good,I,SI1,62.2,60.0,1048,5.02,5.05,3.13
1.09,Ideal,G,VS2,62.0,54.0,6905,6.61,6.65,4.11
0.54,Premium,G,VVS1,60.7,56.0,2236,5.3,5.25,3.2
0.3,Good,G,SI1,63.8,56.0,574,4.3,4.26,2.73
0.35,Ideal,E,SI1,62.3,56.0,788,4.56,4.53,2.83
1.53,Very Good,I,SI2,61.6,56.0,7406,7.39,7.45,4.57
0.32,Ideal,D,SI1,62.7,54.0,589,4.35,4.39,2.74
0.3,Ideal,G,IF,62.2,55.0,863,4.31,4.34,2.69
0.33,Ideal,H,VVS2,61.7,56.0,666,4.41,4.44,2.73
0.55,Very Good,F,SI1,60.5,59.0,1370,5.29,5.35,3.22
1.6,Ideal,J,VS2,62.1,56.0,9681,7.47,7.51,4.65
0.31,Ideal,G,VVS1,59.0,62.0,755,4.41,4.43,2.61
0.32,Ideal,F,VVS2,61.2,57.0,786,4.4,4.43,2.7
0.73,Very Good,H,VS2,61.3,60.0,2430,5.72,5.79,3.53
0.47,Ideal,G,SI1,60.8,56.0,1163,5.0,5.03,3.05
0.52,Ideal,H,VS1,61.1,57.0,1648,5.17,5.22,3.17
0.97,Ideal,H,SI2,61.6,55.0,3694,6.37,6.32,3.91
0.7,Premium,G,SI2,58.5,60.0,2268,5.85,5.81,3.41
1.01,Very Good,G,VVS2,63.2,59.0,7267,6.35,6.27,3.99
0.24,Very Good,F,VS1,63.0,58.0,419,3.92,3.95,2.48
0.32,Very Good,G,VS1,63.0,55.0,645,4.35,4.38,2.75
0.4,Very Good,G,VS2,61.9,59.0,772,4.67,4.7,2.9
0.7,Ideal,D,SI1,61.8,55.0,3471,5.72,5.74,3.54
0.72,Ideal,E,VS1,61.1,57.0,3947,5.78,5.81,3.54
1.29,Very Good,F,I1,58.2,61.0,3774,7.11,7.15,4.15
0.53,Ideal,E,VS2,62.3,57.0,1956,5.23,5.19,3.25
1.03,Ideal,E,VS1,61.7,56.0,8284,6.47,6.53,4.01
0.32,Ideal,D,SI2,62.6,56.0,477,4.38,4.4,2.75
0.41,Premium,G,VVS1,59.7,60.0,1074,4.83,4.85,2.89
0.74,Premium,F,SI2,59.6,58.0,2328,5.91,5.87,3.51
0.24,Very Good,E,VS1,59.8,58.0,419,4.02,4.11,2.43
0.4,Very Good,J,VS1,63.0,58.0,631,4.66,4.7,2.95
1.01,Premium,E,VS2,62.9,58.0,6335,6.47,6.37,4.04
0.55,Premium,G,VS1,59.4,62.0,1792,5.36,5.32,3.17
2.15,Very Good,J,SI1,62.4,60.0,13622,8.18,8.24,5.12
0.35,Ideal,E,VS2,62.5,55.0,984,4.52,4.5,2.82
0.43,Ideal,E,VS2,61.6,54.0,1053,4.9,4.88,3.01
1.2,Premium,G,SI2,62.8,62.0,4387,6.69,6.65,4.19
1.62,Ideal,J,SI1,62.4,53.2,8075,7.47,7.51,4.68
0.72,Premium,J,VS2,62.6,58.0,1814,5.72,5.66,3.56
2.26,Very Good,H,SI2,63.3,59.0,13923,8.35,8.26,5.25
0.56,Ideal,D,VS1,62.5,56.0,2292,5.26,5.3,3.3
